PMID,NCTID,CombnID,DLT_Name,Grade,Duration,DLT_Exculsion,Comments
24535315,NA,20,treatment-related nonhematological toxicity,>=3,NA,FALSE,NA
24535315,NA,20,dosing delay,4,> 2weeks,NA,NA
24535315,NA,20,troponin I increase ≥0.1 ng/ml,NA,NA,NA,NA
24535315,NA,20,LVEF decrease >20 %,NA,NA,NA,NA
24752867,NA,21,any drug-related toxicity,>=3,NA,FALSE,NA
32847973,NCT00572078,22,any possible treatment related grade ≥3 toxicities,>=3,NA,FALSE,NA
32847973,NCT00572078,22,malignant HTN,NA,NA,NA,NA
32847973,NCT00572078,22,any treatment-related toxicity that resulted in >7 days of missed sorafenib dosing,NA,>7 days,NA,NA
32847973,NCT00572078,22,any missed paclitaxel or bevacizumab doses in C1,NA,NA,NA,NA
33159605,UMIN000006254,23,blood transfusion,3,NA,NA,NA
33159605,UMIN000006254,23,thrombocytopenia,4,NA,NA,NA
33159605,UMIN000006254,23,neutropenia,4,> 7days,NA,NA
33159605,UMIN000006254,23,febrile neutropeni,>=3,NA,NA,NA
33159605,UMIN000006254,23,hypertension uncontrolled by antihypertensive drugs,4,NA,NA,NA
33159605,UMIN000006254,23,nonhematological toxicity,>=3,NA,FALSE,NA
32522887,NCT02030561,24,Not available,NA,NA,NA,NA
32490554,UMIN000016094,25,not available,NA,NA,NA,NA
31932108,NCT02055690,28,any adverse events,>=2,NA,NA,A DLT was defined as an adverse event for which a causal link with fosbretabulin and/or pazopanib could not be excluded.
31924737,NCT01916447,29,neutropenia,4,> 7 days,NA,NA
31924737,NCT01916447,29,febrile neutropenia,NA,NA,NA,NA
31924737,NCT01916447,29,thrombocytopenia,4,NA,NA,NA
31924737,NCT01916447,29,thrombocytopenia,3,NA,NA,with bleeding
31924737,NCT01916447,29,nonhematologic toxicity,>=3,NA,NA,NA
31924737,NCT01916447,29,nausea,>=3,> 48 hours,NA,NA
31924737,NCT01916447,29,diarrhea,>=3,> 48 hours,NA,NA
31924737,NCT01916447,29,vomiting,>=3,> 48 hours,NA,NA
31924737,NCT01916447,29,any study drug-related toxicity resulting in a >2-week delay in initiation of cycle 3,NA,NA,NA,NA
31924737,NCT01916447,29,any study drug-related toxicity preventing the administration of 80% of the planned cumulative dose for cycles 1 or 2,NA,NA,NA,NA
31375879,NCT02354131,31,> 10 missed doses,NA,NA,NA,NA
31375879,NCT02354131,31,> 14-day delay in initiating cycle 2,NA,NA,NA,NA
31375879,NCT02354131,31,study drug discontinuation during cycle 1,NA,NA,NA,NA
31375879,NCT02354131,31,nausea,>=3,> 3 days,NA,NA
31375879,NCT02354131,31,vomiting,>=3,> 3 days,NA,NA
31375879,NCT02354131,31,diarrhea,>=3,> 3 days,NA,NA
31375879,NCT02354131,31,non-hematologic toxicity,>=3,NA,NA,NA
31375879,NCT02354131,31,neutropenia,4,>= 7 days,NA,absolute neutrophil count [ANC] < 500/mm3
31375879,NCT02354131,31,febrile neutropenia,NA,NA,NA,ANC < 500/mm3 with a fever ≥ 38.5 °C
31375879,NCT02354131,31,thrombocytopenia,>=3,> 5 days,NA,"platelet count < 50,000/mm3"
31194228,NCT02657889,32, treatment-related nonhematologic adverse events ,>=3,NA,NA,NA
31194228,NCT02657889,32,treatment-related hematologic adverse event,>=3,> 7 days,NA,"or associated with bleeding (thrombocytopenia), infection or febrile illness (neutropenia) or requiring blood transfusion (thrombocytopenia or anemia)"
30302599,NCT01047293,33,Any grade ≥ 3 non-hematologic toxicity,>=3,NA,FALSE,NA
30302599,NCT01047293,33,thrombocytopenia,3,NA,NA,NA
30302599,NCT01047293,33,anemia,4,NA,NA,NA
30302599,NCT01047293,33,thrombocytopenia,4,NA,NA,NA
30302599,NCT01047293,33,neutropenia,4,NA,NA,with fever
30185228,NCT00960960,34,"nonhematologic, nonhepatic major organ AE",>=3,NA,FALSE,NA
30185228,NCT00960960,34,thrombocytopenia,>=4,lasting > 48 hrs,NA,associated with clinically significant bleeding
30185228,NCT00960960,34,fasting hyperglycemia,>=3,NA,NA,NA
30185228,NCT00960960,34,neutropenia,>=4,lasting >= 7 days,NA,NA
30185228,NCT00960960,34,febrile neutropenia,>=3,NA,NA,NA
30185228,NCT00960960,34,"total bilirubin, alkaline phosphatase (ALP), or hepatic transaminases (alanine aminotransferase or aspartate aminotransferase);",>=3,NA,NA,NA
30185228,NCT00960960,34,lung diffusing capacity concomitant with a decrease of ≥ 20% from baseline,>=2,NA,NA,NA
30603797,NCT02835833,38,non-hematologic toxicity,3 or 4,NA,FALSE,NA
30603797,NCT02835833,38,hematologic toxicity,4,last >= 7 days,NA,associated with bleeding or requiring transfusions.
29695765,NCT01113476,40,non-haematologic toxicity,3 or 4,NA,FALSE,NA
29695765,NCT01113476,40,haematologic toxicity,4,lasting >= 2 weeks,NA,"unless complicated by fever or infection, bleeding symptomatic anaemia, or other symptoms concerning to the treating physician,"
29695765,NCT01113476,40,nausea,4,> 5 days,NA,NA
29695765,NCT01113476,40,vomiting,4,> 5 days,NA,NA
29290249,NA,41,hematological toxicity,4,NA,NA,NA
29290249,NA,41,hypertension,4,NA,NA,NA
29290249,NA,41,non-hematological toxicity,>=3,NA,FALSE,NA
29290249,NA,41,non-hematological toxicity,2,lasting >= 7 days,NA,despite supportive care
29290249,NA,41,left ventricular function,>=2,NA,NA,NA
29290249,NA,41,renal function,>=2,NA,NA,NA
29290249,NA,41,pneumonitis,>=1,NA,NA,NA
29290249,NA,41,inability to receive the second course of bevacizumab due to bevacizumab toxicity,NA,NA,NA,NA
29264836,NA,42,"an adverse event or laboratory abnormality that was either assessed as unrelated to disease progression, inter-current illness, or concomitant medications, occurred following the first dose of VOR, BEV and daily TMZ during cycle 1",NA,NA,NA,NA
29264836,NA,42,neutropenia,4,lasting > 5 days,NA,NA
29264836,NA,42,thrombocytopenia,3,NA,NA,NA
29264836,NA,42,any hematologic toxicity,NA,NA,NA,> 14-day delay to re-treat due to failure to resolve
29264836,NA,42,the occurrence of Grade 3 or greater drug-related adverse events,>=3,NA,FALSE,NA
29264836,NA,42,diarrhea,>=3,NA,NA,NA
29559563,NCT01248949,43,al AEs,>=3,NA,NA,NA
28810837,NCT01202032,49,any AEs,4,NA,NA,NA
28810837,NCT01202032,49,thrombotic,NA,NA,NA,NA
28810837,NCT01202032,49,cardiac failure,3,NA,NA,NA
28810837,NCT01202032,49,non-controlled hypertension,NA,NA,NA,NA
28810837,NCT01202032,49,thrombocytopenia,4,NA,NA,NA
28810837,NCT01202032,49,"AST, ALT, or bilirubin level increase",NA,NA,NA,NA
28810837,NCT01202032,49,any other grade 3 AE,3,last > 7 days,FALSE,NA
29101518,UMIN000012536,50,leukopenia,4,NA,NA,NA
29101518,UMIN000012536,50,febrile neutropenia,NA,NA,NA,NA
29101518,UMIN000012536,50,thrombocytopenia,4,NA,NA,NA
29101518,UMIN000012536,50,non-hematological toxicity,3,did not resolve within 43 days,FALSE,NA
28992562,NCT00974584,51,non-haematological,>=3,NA,NA,NA
28992562,NCT00974584,51,non-hepatic organ toxicity,NA,NA,FALSE,NA
28992562,NCT00974584,51,thrombocytopenia,>=4,lasting. > 7 days,NA,or associated with clinically significant bleeding
28992562,NCT00974584,51,neutropenia,>=4,lasting. > 7 days,NA,NA
28992562,NCT00974584,51,febrile neutropenia,>=4,NA,NA,NA
28992562,NCT00974584,51,febrile neutropenia,>=3,NA,NA,NA
28992562,NCT00974584,51,hepatic transaminases,>=3,NA,NA,"for patients with grade I hepatic transaminase at baseline as a result of metastases, hepatic transaminase >7.5  the upper limit of normal was considered a DLT"
28992562,NCT00974584,51,DLCO with a decrease of 20%,NA,NA,NA,NA
28760399,NA,55,non-haematological toxicity,>=3,NA,FALSE,NA
28760399,NA,55,neutropenia,4,lasting  > 7 days,NA,NA
28760399,NA,55,febrile neutropenia,>=3,NA,NA,NA
28760399,NA,55,thrombocytopenia,4,NA,NA,NA
28760399,NA,55,unresolved toxicities causing longer than a 2-week delay of initiation of the next cycle,4,NA,NA,NA
28391576,NCT01660360,56,thrombocytopenia,4,NA,NA,NA
28391576,NCT01660360,56,neutropenia,4,lasting > 7 days,NA,NA
28391576,NCT01660360,56,neutropenia,3 or 4,NA,NA,accompanied by temperature ≥ 38 °C
28391576,NCT01660360,56,non-hematologic toxicity,3 or 4,NA,FALSE,NA
27943153,NCT00867321,57,adverse event,>=3,NA,NA,NA
27765756,NA,58,neutrophil count decreased,4,lasting >7 days,NA,NA
27765756,NA,58,febrile neutropenia,4,NA,NA,NA
27765756,NA,58,febrile neutropenia,3,> 24 hrs,NA,NA
27765756,NA,58,thrombocytopenia,4,NA,NA,NA
27765756,NA,58,thrombocytopenia,3,NA,NA,requiring platelet transfusion
27765756,NA,58,non-hematological toxicities,>=3,NA,NA,NA
27765756,NA,58,uveitis,>=2,NA,NA,uncontrollable 
27765756,NA,58,eye pain,>=2,NA,NA,uncontrollable 
27765756,NA,58,visual acuity reduced,>=2,NA,NA,uncontrollable 
27765756,NA,58,vomiting,>=3,NA,NA,uncontrollable 
27765756,NA,58,anorexia,>=3,NA,NA,uncontrollable 
27765756,NA,58,diarrhea,>=3,NA,NA,uncontrollable 
27765756,NA,58,intolerable skin toxicities,>=3,NA,NA,NA
27765756,NA,58,aminotransferase increased,NA,NA,NA,"≥10× the upper limit of normal (ULN), or ≥5× ULN and continuing for >7 days;"
27765756,NA,58,blood bilirubin increased,NA,NA,NA,≥5× ULN
27765756,NA,58,aminotransferase increased,NA,NA,NA,≥3× ULN
27765756,NA,58,blood bilirubin increased,NA,NA,NA,≥2× ULN
27765756,NA,58,laboratory abnormalities,4,NA,NA,NA
27765756,NA,58,laboratory abnormalities,3,> 7 days,NA,NA
27872953,NA,62,uncomplicated neutropenia,4,> 7 days,NA,fever <= 38.3 C
27872953,NA,62,neutropenia,NA,NA,NA,fever > 38.5 C
27872953,NA,62,thrombocytopenia,3,NA,NA,associated with bleeding requiring transfusion
27872953,NA,62,fall in cardiac left ventricular function,>=2,NA,NA,NA
27872953,NA,62,uncontrolled hypertension,NA,NA,NA,NA
27872953,NA,62,renal function,>=2,NA,NA,NA
27872953,NA,62,diarrhea,>=2,NA,NA,NA
27872953,NA,62,diarrhea,>=2,> 7 days,NA,NA
27872953,NA,62,nausea,>=2,NA,NA,NA
27872953,NA,62,vomitting,>=2,NA,NA,NA
27872953,NA,62,vomitting,>=2,> 7 days,NA,NA
27872953,NA,62,all other drug-related non-hematological,>=3,NA,FALSE,NA
27507617,NCT01183494,64,hematologic grade 4 toxicity,4,NA,NA,NA
27507617,NCT01183494,64,nonhematologic grade 3–4 toxicity,3 or 4,NA,NA,NA
27565810,NA,66,non-hematologic toxicity,>=3,NA,FALSE,NA
27565810,NA,66,neutropenia,4,NA,NA,accompanied by fever lasting more than 5 days or of ≥38 °C
27565810,NA,66,thrombocytopenia,4,NA,NA,NA
27565810,NA,66,reduction in the diffusing capacity of the lungs for carbon monoxide,3,NA,NA,NA
27565810,NA,66,interstitial lung disease,>=2,NA,NA,NA
27565810,NA,66,requiring cessation,NA,>= 14 days,NA,NA
27457310,NA,68,nausea,>=3,NA,NA,NA
27457310,NA,68,vomiting,>=3,NA,NA,NA
27457310,NA,68,diarrhea,>=3,NA,NA,NA
27457310,NA,68,despite maximal prophylaxis,>=3,NA,NA,NA
27457310,NA,68,any grade 3 or 4 non-hematologic toxicity not easily corrected with medical management,3 or 4,NA,NA,NA
27457310,NA,68,neutropenia,4,>= 5 days,NA,NA
27457310,NA,68,febrile neutropenia,>=3,NA,NA,NA
27457310,NA,68,hematologic adverse events,4,NA,NA,NA
27457310,NA,68,a study treatment delay of ≥7 days due to an AE or inability to commence cycle 2 within 14 days of the planned start date due to an AE;,NA,>= 7 days,NA,NA
27457310,NA,68,a treatment-emergent AE warranting a dose reduction,NA,NA,NA,NA
27085994,NCT01183663,71,nonhematologic toxicity,3 or 4,NA,FALSE,NA
27085994,NCT01183663,71,hematologic toxicity,4,lasting >= 7 days,NA,NA
27085994,NCT01183663,71,nausea,4,lasting >  5 days,NA,NA
27085994,NCT01183663,71,vomiting,4,lasting >  5 days,NA,NA
27085994,NCT01183663,71,vascular leakage,3,NA,NA,NA
27085994,NCT01183663,71,cytokine release syndrome,3,NA,FALSE,NA
27085994,NCT01183663,71,any severe or life-threatening complication or abnormality not covered in the NCI CTCAE.,NA,NA,NA,NA
27198170,NCT01283048,73,neutropenia,>=3,persistent,NA,NA
27198170,NCT01283048,73,thrombocytopenia,>=3,persistent,NA,NA
27198170,NCT01283048,73,febrile neutropenia,NA,NA,NA,NA
27198170,NCT01283048,73,thrombocytopenia,4,NA,NA,NA
27198170,NCT01283048,73,neurocognitive disorder,>=1,NA,NA,NA
27198170,NCT01283048,73,mood alteration,2,persistent,NA,NA
27198170,NCT01283048,73,mood alteration,>=3,NA,NA,NA
27198170,NCT01283048,73,phototoxicity,>=2,persistent,NA,NA
27198170,NCT01283048,73,skin toxicity,>=2,persistent,NA,NA
27198170,NCT01283048,73,elevations in creatinine,NA,persistent,NA,NA
27198170,NCT01283048,73,elevations in creatinine,>=3,NA,NA,NA
27198170,NCT01283048,73,elevations in bilirubin,NA,persistent,NA,NA
27198170,NCT01283048,73,elevations in bilirubin,>=3,NA,NA,NA
27198170,NCT01283048,73,AST or ALT elevations,3 or 4,persistent,NA,NA
27198170,NCT01283048,73,hyperglycemia,2,persistent,NA,NA
27198170,NCT01283048,73,hyperglycemia,>=3,NA,NA,NA
27198170,NCT01283048,73,pancreatitis,>=2,NA,NA,NA
27198170,NCT01283048,73,amylase and/or lipase elevations,3,persistent,NA,NA
27198170,NCT01283048,73,amylase and/or lipase elevations,4,NA,NA,NA
27198170,NCT01283048,73,Any other grade 3 toxicity,>=3,NA,FALSE,NA
26933802,NA,74,any grade three or four non-hematologic toxicity t,3 or 4,NA,FALSE,NA
26933802,NA,74,hematologic toxicity,4,lasting >= 2 days,NA,NA
26933802,NA,74,nausea,4,> 5 days,NA,NA
26933802,NA,74,vomiting,4,> 5 days,NA,NA
26933802,NA,74,symptoms/signs of vascular leak,3,NA,NA,NA
26933802,NA,74,cytokine release syndrome,3,NA,NA,NA
26933802,NA,74,any severe or life-threatening complication/abnormality not defined in the CTCAEv3.0,4,NA,NA,NA
26616225,NA,76,dose delay,NA,>3 weeks,NA,NA
26616225,NA,76,febrile neutropenia,NA,NA,NA,NA
26616225,NA,76,neutropenia,4,> 7 days,NA,NA
26616225,NA,76,thrombocytopenia,4,NA,NA,NA
26616225,NA,76,thrombocytopenia,3,NA,NA,with clinically significant bleeding
26616225,NA,76,grade 3 or 4 adverse event,3 or 4,NA,FALSE,NA
26616225,NA,76,drug-related death,4,NA,NA,NA
26581401,NA,78,anemia,>=4,NA,NA,NA
26581401,NA,78,neutrophil count decrease,4,NA,NA,NA
26581401,NA,78,platelet count decrease,4,NA,NA,NA
26581401,NA,78,serum creatinine ≥2 times baseline,NA,NA,NA,≥2 times the upper limit of normal if baseline is < the upper limit of normal
26581401,NA,78,nonhematologic event,>=3,NA,NA,NA
26581401,NA,78,nausea,>=3,NA,NA,was considered dose-limiting if maximal supportive treatment was utilized.
26581401,NA,78,vomiting,>=3,NA,NA,was considered dose-limiting if maximal supportive treatment was utilized.
26581401,NA,78,diarrhea,>=3,NA,NA,was considered dose-limiting if maximal supportive treatment was utilized.
26272806,NCT00904839,79,vomiting,>=3,NA,NA,despite optimal supportive care/intervention
26272806,NCT00904839,79,diarrhoea,>=3,NA,NA,despite optimal supportive care/intervention
26272806,NCT00904839,79,hypertension,>=3,NA,NA,despite optimal supportive care/intervention
26272806,NCT00904839,79,Non-haematological toxicity,>=3,NA,FALSE,NA
26272806,NCT00904839,79,neutropenia,4,> 7 days,NA,NA
26272806,NCT00904839,79,Neutropenia,>=3,any duration ,NA,with fever ≥38.5ºC
26272806,NCT00904839,79,thrombocytopenia,3,NA,NA,thrombocytopenia
26272806,NCT00904839,79,"Platelets <25,000/μL",NA,NA,NA,NA
26272806,NCT00904839,79,Inability to resume nintedanib dosing within 14 days,NA,NA,NA,NA
26272806,NCT00904839,79,ALT and/or AST elevation,>=3,NA,NA,NA
26272806,NCT00904839,79,ALT and/or AST elevation,>=2,NA,NA,in conjunction with bilirubin CTCAE grade >1
26272806,NCT00904839,79,Inability to recover from increase ALT/AST in conjunction with increase of bilirubin to ALT/AST to CTCAE grade ≤1 and bilirubin to normal or baseline within 14 days,NA,NA,NA,NA
25990659,NA,80,non-hematologic toxicity,3 or 4,NA,FALSE,NA
25990659,NA,80,hematologic toxicity,4,lasting >= 3 weeks,NA,NA
25990659,NA,80,hematologic toxicity,4,NA,NA,associated with bleeding and/or sepsis
25990659,NA,80,nausea,4,lasting>5 days,NA,NA
25990659,NA,80,vomiting,4,lasting>5 days,NA,NA
25990659,NA,80,any other severe or life-threatening complication,NA,NA,NA,NA
25525888,NA,84,haematologic toxicity,>=3,NA,FALSE,NA
25525888,NA,84,nonhaematologic toxicity,>= 3,NA,FALSE,NA
25363205,NA,86,No DLT definition,NA,NA,NA,NA
25080061,UMIN000006937,87,hematological toxicity,4,NA,NA,NA
25080061,UMIN000006937,87,neutropenia,3,NA,NA,with fever > 38 C
25080061,UMIN000006937,87,thrombocytopenia,>=3,NA,NA,NA
25080061,UMIN000006937,87,nonhematological toxicity,>=3,NA,NA,NA
29764853,NCT01478685,88,Any nonhematologic adverse event,>=3,NA,FALSE,NA
29764853,NCT01478685,88,neutropenia,4,lasting >7 days,NA,or with fever
29764853,NCT01478685,88,thrombocytopenia,3,NA,NA,withj bleeding
29764853,NCT01478685,88,neutrophil count [ANC] >= 1.5*10^9/L and platelets>=75*10^9/L,4,NA,NA,NA
28546581,NCT00946647,95,NA,4,NA,NA,NA
24875133,NA,99,non-hematologic toxicity,3 or 4,NA,FALSE,NA
24875133,NA,99,thrombocytopenia,4,NA,NA,NA
24875133,NA,99,neutropenia,4,lasting > 2 weeks,NA,NA
24875133,NA,99,neutropenia,4,NA,NA,or associated infection
24875133,NA,99,any toxicity that results in treatment delay of >4 weeks,4,NA,NA,NA
25483416,NA,101,non-hematologic toxicity,>=3,NA,FALSE,NA
25483416,NA,101,hematologic toxicity,4,persisting beyond Day 42 in the absence of bone marrow involvement with disease.,NA,NA
24413064,ACTRN12610000924055,103,Nonhematologic grade 3 or 4 toxicity,3 or 4,NA,NA,NA
24413064,ACTRN12610000924055,103,febrile neutropenia,4,NA,NA,NA
24413064,ACTRN12610000924055,103,ailure to achieve an absolute neutrophil count > 0.5*10^9/ liter,NA,NA,NA,in patients whose bone marrow biopsy at the end of cycle 1 (days 25–28) showed persistent marrow hypoplasia (o10%) and blasts less than 5%.
24413064,ACTRN12610000924055,103,platelet count > 20*10^9/liter by day 42,NA,NA,NA,in patients whose bone marrow biopsy at the end of cycle 1 (days 25–28) showed persistent marrow hypoplasia (o10%) and blasts less than 5%.
24138944,NCT00861874,104,non-hematologic toxicity,3 or 4,NA,FALSE,NA
23798029,NCT01130662,106,nonhematologic toxicity,3 or 4,NA,NA,NA
23798029,NCT01130662,106,thrombocytopenia with bleeding,3 or 4,NA,NA,NA
23798029,NCT01130662,106,prolonged myelosuppression,NA,> 41 days,NA,NA
23798029,NCT01130662,106,an inability to deliver at least 80% of the planned dose due to study drugrelated toxicities,NA,NA,NA,NA
