PMID,NCTID,CombnID,Drug_Name,MTD_Value,MTD_Unit,Frequency,Schedule,Comments
11181674,NA,1,cisplatin,100,mg/m2 ,NA,NA,"TPF induction chemotherapy can be delivered safely with a cisplatin dose of 100 mg/m2 in
previously untreated patients with SCCHN"
10416003,NA,1,docetaxel,75,mg/m2,NA,one-hour infusion on day 1,without G-CSF support
10416003,NA,1,epirubicin,90,mg/m2,NA,"""a 15-minute infusion followedafter one-hour interval by D""",without G-CSF support
10416003,NA,1,docetaxel,85,mg/m2,NA,one-hour infusion on day 1,with G-CSF support
10416003,NA,1,epirubicin,120,mg/m2,NA,"""a 15-minute infusion followedafter one-hour interval by D""",with G-CSF support
10416005,NA,1,docetaxel,85,mg/m2,NA,one-hour i.v. infusion,every three weeks
10416005,NA,1,doxorubicin,50,mg/m2,NA,"""Doxorubicin was administered as a 15 min intravenous (i.v.) bolusfollowed by docetaxel. There was an interval of one hour between theend of doxorubicin treatment and the start of docetaxel infusion.""",every three weeks
11137204,NA,1,irinotecan,100,mg/m2,NA,60-min i.v. infusion at a fixed dose on day 1,Treatment was repeated every 3 weeks
11429197,NA,1,docetaxel,35,mg/m2,NA,"""on days 1,8 and 15,""",4-weeks cycle
34669023,NA,2,veliparib,100,mg,NA,every 12 hDays 1–4,MTD was not reached for V and C;This V plus iv doxorubicin (A) and C(cyclophosphamide).
11557123,NA,1,topotecan,0.5,mg/m2,NA,for 5days,MTD1
11557123,NA,1,topotecan,0.5,mg/m2,NA,for 5days,MTD1
11557123,NA,1,epirubicin,40,mg/m2,NA,on day 8,MTD1
11557123,NA,1,topotecan,0.9,mg/m2,NA,for 5days,MTD2
11557123,NA,1,topotecan,0.9,mg/m2,NA,for 5days,MTD2
11557123,NA,1,epirubicin,40,mg/m2,NA,on day 8,MTD2
11350887,NA,2,doxorubicin,35,mg/m2,NA,i.v. 15-min infusion,DP without PSC 833
11350887,NA,2,paclitaxel,150,mg/m2,NA,followed by paclitaxel 1 h i.v. infusion,DP without PSC 833
11350887,NA,3,doxorubicin,12.5,mg/m2,NA,i.v. 15-min infusion,DPV without G-CSF
11350887,NA,3,paclitaxel,70,mg/m2,NA,followed by paclitaxel 1 h i.v. infusion,DPV without G-CSF
11350887,NA,3,doxorubicin,20,mg/m2,NA,i.v. 15-min infusion,DPV with G-CSF
11350887,NA,3,paclitaxel,90,mg/m2,NA,followed by paclitaxel 1 h i.v. infusion,DPV with G-CSF
11466671,NA,1,cyclophosphamide,1000,mg/m2,NA,Day 1,MTD of CHOPE without G-CSF
11466671,NA,1,etoposide,100,mg/m2,NA,Days 1–3,MTD of CHOPE without G-CSF
11466671,NA,1,doxorubicin,50,mg/m2,NA,Day 1,MTD of CHOPE without G-CSF
11466671,NA,1,vincristine,1.4,mg/m2,NA,Day 1,MTD of CHOPE without G-CSF
11466671,NA,1,prednisone,100,mg,NA,Days 1–5,MTD of CHOPE without G-CSF
11466671,NA,2,g-csf,200,ug/m2,NA,Days 5–19,With the addition of G-CSF
11466671,NA,2,g-csf,200,ug/m2,NA,Days 5–19,With the addition of G-CSF
11466671,NA,2,cyclophosphamide,1500,mg/m2,NA,Day 1,With the addition of G-CSF
11466671,NA,2,etoposide,160,mg/m2,NA, Days 1–3,With the addition of G-CSF
11466671,NA,2,doxorubicin,50,mg/m2,NA,Day 1,With the addition of G-CSF
11466671,NA,2,vincristine,1.4,mg/m2,NA,Day 1,With the addition of G-CSF
11466671,NA,2,prednisone,100,mg,NA,Days 1–5,With the addition of G-CSF
11870176,NA,1,epirubicin,180,mg/m2,NA,NA,every 3 weeks
11335910,NA,1,polyethylene-glycolated liposomal doxorubicin,45,mg/m2/3 weeks,NA,NA,"This dose was recommended
for Phase II clinical trials."
11408511,NA,1,vx-710,120,mg/m2,NA,"""96-hour continuousintravenous infusion;During week 1 of the first treatment cycle；""",every 21 to 28 days
11432625,NA,1,bbr 2778,84,mg/m2,NA,qlw x 3 schedule,recommend dose
11914595,NA,1,combined liposomal doxorubicin,5,30,mg/m2,60-minintravenous infusion on day 1,cycles were repeated every 21 days.
11996468,NA,1,men-10755,45,mg/m2,NA,"""short intravenousinfusion weekly for 3 weeks and cycles were repeated every 28 days""",was given weekly for 3 weeks followed by 1 week rest
11458813,NA,1,vinorelbine,8,mg,NA,i.v. bolus,"i.v. bolus;""3-
week intervals"""
11458813,NA,1,vinorelbine,11,mg/m2/day,NA,infusion over 4 days,"""3-
week intervals"""
26886016,NCT01010945,1,gemcitabine,1000,mg/m2,NA,"intravenously (IV) over 30 min over 30 minon days 1, 8, and 15",28-day cycles
28798270,NCT00975182,1,pictilisib,340,mg,NA,"5 days on, 2 days off","Cohort 1 (pictilisib 60 mg 21/28 and erlotinib 150 mg)
exceeded the MTD;On the 5/2 pictilisib dosing schedule with 100 mg erlotinib,
the MTD of pictilisib was not reached;Therefore, 340 mg pictilisib 5/
2 was the maximum-administered dose used in this study."
27853997,NCT00987766,1,erlotinib,150,mg,1,orally once daily for 5 days on days 3–8,Course 1 (two 14-day cycles)
27853997,NCT00987766,1,erlotinib,150,mg,1,orally once daily for 5 days on days 3–8,Course 1 (two 14-day cycles)
28761738,NA,1,metformin,2000,mg,NA,"""starting with a dose of 500 mg twice a day, orally withmeals (day 0). At day 4, a metformin dose increase wasplanned at 500 mg three times a day. At day 8, metforminwas increased to 1000 mg twice a day.""",maximum administered dose
29843755,NCT00769483,1,mk-0646,10,mg/kg,NA,"Day1,8,15,22","combination
with gemcitabine"
29843755,NCT00769483,2,mk-0646,5,mg/kg,NA,"Day1,8,15,22","combination
with G + E"
22479278,NCT00379574,10,bortezomib,1.6,mg/m2,1,on day 1 and 4 every 14 days,RP2D
22534815,NA,11,bortezomib,0,mg/m2,1,on days 1 and 8 every 21-day cycle,RP2D
22534815,NA,11,carboplatin,6,AUC,1,on day 1 every 21-day cycle,RP2D
22534815,NA,11,carboplatin,6,AUC,1,on day 1 every 21-day cycle,RP2D
22534815,NA,11,bevacizumab,15,mg/kg,1,on day 1 every 21-day cycle,RP2D
23322195,NCT00720148,17,bortezomib,1.9,mg/m2,1,weekly for 4 weeks every 6 weeks,RP2D
23322195,NCT00720148,17,sunitinib,37.5,mg,1,daily for 4 weeks every 6 weeks,RP2D
23887852,NCT00303797,20,sorafenib,200,mg,2,daily,RP2D
23887852,NCT00303797,20,bortezomib,1,mg/m2,1,"y on days 1, 4, 8, 11of a 3-week cycle",RP2D
25373733,NA,31,bevacizumab,15,mg/kg,1,on day 1 of each 21-day cycle,RP2D
25373733,NA,31,bortezomib,1.3,mg/m2,1,"on days 1, 4, 8, and 11 of each 21-day cycle",RP2D
25247339,NA,32,bortezomib,1.2,mg/m2,1,"on days 1, 4, 8, and 11 of each 21-day cycle",RP2D
25247339,NA,32,paclitaxel,175,mg/m2,1,on day 2 of each 21-day cycle,RP2D
25247339,NA,32,carboplatin,6,AUC,1,on day 2 of each 21-day cycle,RP2D
25247339,NA,32,carboplatin,6,AUC,1,on day 2 of each 21-day cycle,RP2D
25247339,NA,32,thoracic radiation,60,Gy,1,5 days per week,RP2D
25655379,NCT01309412,34,siltuximab,11,mg/kg,1,on day 1 of each 21-day cycle,RP2D
25655379,NCT01309412,34,bortezomib,1.3,mg/m2,1,"on days 1, 4, 8, and 11 of each 21-day cycle",RP2D
25655379,NCT01309412,34,dexamethasone,20,mg,1,"days 1, 2, 4, 5, 8, 9, 11, and 12 of each 21-day cycle",RP2D
25809731,NCT00708292,37,nvp-auy922,70,mg/m2,0,NA,RP2D for Phase I
26298823,UMIN000001347,38,cyclophosphamide,500,mg/m2,1,on days 1 and 8 of each 3-week cycle,Recommended dose
26298823,UMIN000001347,38,bortezomib,1.3,mg/m2,1,"on days 1, 4, 8, and 11 of each 3-week cycle",Recommended dose
26298823,UMIN000001347,38,dexamethasone,20,mg/m2,1,"on days 1, 2, 4, 5, 8, 9, 11, and 12 of each 3-week cycle",Recommended dose
27009059,NCT00461045,45,marizomib,0.7,mg/m2,1,"on days 1, 8, and 15 in4-week cycles",RP2D on Schedule A
27009059,NCT00461045,45,marizomib,0.5,mg/m2,1,"on days 1, 4, 8, and11 in 3-week cycles",RP2D on Schedule B
28341300,NCT01074411,50,bortezomib,2.5,mg/m2,1,on Day 1 of a 21-day cycle,MTD not reached
28341300,NCT01074411,50,carboplatin,4,AUC,1,on Day 1 of a 21-day cycle,MTD not reached
28341300,NCT01074411,50,carboplatin,4,AUC,1,on Day 1 of a 21-day cycle,MTD not reached
28873084,NCT01063907,53,kw-2478,175,mg/m2,1,"on days 1, 4, 8, and 11 of a 21-day cycle",RP2D
28873084,NCT01063907,53,bortezomib,1.3,mg/m2,1,"on days 1, 4, 8, and 11 of a 21-day cycle",RP2D
29076150,NA,56,marizomib,0.5,mg/m2,1,"on days 1, 4, 8 and 11 of a 28-day cycle",RP2D
29076150,NA,56,pomalidomide,4,mg,1,on days 1–21 of a 28-day cycle,RP2D
29076150,NA,56,dexamethasone,10,mg,1,"on days 1,2, 4, 5, 8, 9, 11, 12, 15, 16, 22 and 23 of a 28-day cycle","10 mg (≤75 years)
or 5 mg (>75 years)"
30058108,JapicCTI‐122020,59,carfilzomib,20,mg/m2,1,on Day 1 of every 28 days,not for MTD determination
30400780,NCT02993094,60,ixazomib,0,mg,NA,NA,not reported
30400780,NCT02993094,60,carboplatin,0,AUC,NA,NA,not reported
30400780,NCT02993094,60,carboplatin,0,AUC,NA,NA,not reported
30352784,NCT02343042,61,selinexor,100,mg,1,"Days 1, 8, 15, 22, 29 of each 35-day cycle",RP2D
30352784,NCT02343042,61,dexamethasone,40,mg,1,"Days 1, 8, 15, 22, 29 of each 35-day cycle",RP2D
30352784,NCT02343042,61,bortezomib,1.3,mg/m2,1,"Days 1, 8, 15 of each 35-day cycle",RP2D
30279233,NCT01522872,64,evofosfamide,340,mg/m2,1,"on days 1, 4, 8, and 11of a 21-day cycle",Arm A
30279233,NCT01522872,64,dexamethasone,40,mg,1,"on days 1, 4, 8, and 11of a 21-day cycle",Arm A
30279233,NCT01522872,64,evofosfamide,340,mg/m2,1,"on days 1, 4, 8, and 11 of a 21-day cycle",Arm B RP2D
30279233,NCT01522872,64,dexamethasone,40,mg,1,"on days 1, 4, 8, and 11 of a 21-day cycle",Arm B RP2D
30279233,NCT01522872,64,bortezomib,1.3,mg/m2,1,"on days 1, 4, 8, and 11 of a 21-day cycle",Arm B RP2D
31124580,NCT02199665,67,selinexor,60,mg,1,"on days 1, 3, 8, 10, 15, and 17 of each 28-day cycle",RP2D
31124580,NCT02199665,67,carfilzomib,20,mg/m2,1,on Days 1–2 of Cycle 1,RP2D
31124580,NCT02199665,67,dexamethasone,20,mg,1,"on days 1, 2, 8, 9, 15, and 16 of each 28-day cycle",RP2D
31120355,NCT01111188,68,palbociclib,125,mg,1,days 1–12 of each 21-day cycle,recommended dose
31120355,NCT01111188,68,bortezomib,1,mg/m2,1,"days 8, 11, 15, and 18 of each 21-day cycle",recommended dose
12420202,NA,71,etoposide,300,mg/kg,1,from day -8 to day -3,autograft recipients
12420202,NA,71,etoposide,100,mg/kg,1,from day -8 to day -3,allograft recipients
15286694,NA,73,treosulfan,30000,mg/m2,1,on day -3,first high-dose therapy
15286694,NA,73,melphalan,140,mg/m2,1,on day -4,first high-dose therapy
15286694,NA,73,thiotepa,250,mg/m2,1,"on days -5, -4, and -3",second high dose therapy
15286694,NA,73,treosulfan,30000,mg/m2,1,"on days -5, -4, and -3",second high dose therapy
15570082,NA,75,bortezomib,1.2,mg/m2,1,"days 1, 4, 8, and 11 every 21 days",RP2D
16533779,PBTC-004,81,spartaject busulfan,13,mg,1,"two treatmentsa week, at least 3 days apart for 2 weeks",RP2D
16763792,NA,83,bortezomib,1.2,mg/m2,1,"on days 2, 5, and 8 of a 21-day cycle",Schedule A
16763792,NA,83,paclitaxel,135,mg/m2,1,on day 1 of a 21-day cycle,Schedule A
16763792,NA,83,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,Schedule A
16763792,NA,83,carboplatin,6,AUC,1,on day 1 of a 21-day cycle,Schedule A
16763792,NA,83,bortezomib,1.2,mg/m2,1,"on days 1, 4 and 8 of a 21-day cycle",Schedule B
16763792,NA,83,paclitaxel,175,mg/m2,1,on day 2 of a 21-day cycle,Schedule B
16763792,NA,83,carboplatin,6,AUC,1,on day 2 of a 21-day cycle,Schedule B
16763792,NA,83,carboplatin,6,AUC,1,on day 2 of a 21-day cycle,Schedule B
17575229,NA,84,bortezomib,1,mg/m2,1,"on days 1, 4, 8, and11 every 21 days",Twice-weekly schedule
17575229,NA,84,gemcitabine,1000,mg/m2,1,on days 1 and 8 every 21 days,Twice-weekly schedule
17575229,NA,84,cisplatin,70,mg/m2,1,on day 1 every 21 days,Twice-weekly schedule
17575229,NA,84,cisplatin,70,mg/m2,1,on day 1 every 21 days,Twice-weekly schedule
17575229,NA,84,bortezomib,1,mg/m2,1,"on days 1, and 8 every 21 days",Weekly schedule
17575229,NA,84,gemcitabine,1000,mg/m2,1,on days 1 and 8 every 21 days,Weekly schedule
17575229,NA,84,cisplatin,70,mg/m2,1,on day 1 every 21 days,Weekly schedule
17575229,NA,84,cisplatin,70,mg/m2,1,on day 1 every 21 days,Weekly schedule
18640031,NA,87,bortezomib,1.3,mg/m2,1,"day 1, 4, 8, 11 every 3 weeks",RP2D
18640031,NA,87,paclitaxel,100,mg/m2,1,"day 1, 8 every 3 weeks",RP2D
18645194,NA,88,prednisone,100,mg,1,daily,MTD not reached
18645194,NA,88,cyclophosphamide,300,mg,1,"on days 1, 8, 15, and 22 every 28 days",MTD not reached
18645194,NA,88,bortezomib,1.3,mg/m2,1,"on days 1, 4, 8,and 11 every 28 days",MTD not reached
18645194,NA,88,bortezomib,1.5,mg/m2,1,"on days 1, 8, and 15, each on a 28-day cycle",MTD not reached
18327587,NA,90,bortezomib,1.3,mg/m2,1,"on days 1, 4, 8, and 11 of each 3-week cycle",RP2D
18327587,NA,90,pegylated liposomal doxorubicin,30,mg/m2,1,on day 4 of each 3-week cycle,RP2D
19183191,NA,93,dexamethasone,20,mg,1,on the day of and theday after each bortezomib injection,"added for
progressive or stable disease after 2 or 4 cycles, respectively"
24239220,NCT01060904,99,brentuximab vedotin,1.2,mg/m2,1,on days 1 and 15 of each 28-day  cycle,AVD
24239220,NCT01060904,99,doxorubicin,25,mg/m2,1,on days 1 and 15 of each 28-day  cycle,AVD
24239220,NCT01060904,99,vinblastine,6,mg/m2,1,on days 1 and 15 of each 28-day  cycle,AVD
24239220,NCT01060904,99,dacarbazine,375,mg/m2,1,on days 1 and 15 of each 28-day  cycle,AVD
24239220,NCT01060904,99,brentuximab vedotin,1.2,mg/m2,1,on days 1 and 15 of each 28-day  cycle,ABVD
24239220,NCT01060904,99,doxorubicin,25,mg/m2,1,on days 1 and 15 of each 28-day  cycle,ABVD
24239220,NCT01060904,99,vinblastine,6,mg/m2,1,on days 1 and 15 of each 28-day  cycle,ABVD
24239220,NCT01060904,99,dacarbazine,375,mg/m2,1,on days 1 and 15 of each 28-day  cycle,ABVD
24239220,NCT01060904,99,bleomycin,10,unit/m2,1,on days 1 and 15 of each 28-day  cycle,ABVD
34614506,NCT03613532,106,venetoclax,400,mg,1,on days -8 through -2,RP2D
34614506,NCT03613532,106,fludarabine,30,mg/m2,1,on days -5 through -2,RP2D
34614506,NCT03613532,106,busulfan,0.8,mg/kg,2,on days -5 through -2,RP2D
9537208,NA,107,gallium nitrate,300,mg/m2,1,on days 1 through 5 of each 21-day cycle,MTD of paclitaxel without filgrastim
9537208,NA,107,paclitaxel,110,mg/m2,1,on day 5 of each 21-day cycle,MTD of paclitaxel without filgrastim
9537208,NA,107,gallium nitrate,300,mg/m2,1,on days 1 through 5 of each 21-day cycle,MTD of paclitaxel with filgrastim
9537208,NA,107,paclitaxel,225,mg/m2,1,on day 5 of each 21-day cycle,MTD of paclitaxel with filgrastim
9537208,NA,107,filgrastim,5,ug/kg/per day,1,on days 7 through 16 of each 21-day cycle,MTD of paclitaxel with filgrastim
9537208,NA,107,filgrastim,5,ug/kg/per day,1,on days 7 through 16 of each 21-day cycle,MTD of paclitaxel with filgrastim
21606412,NCT00215605,112,cabozantinib,175,mg,1,daily,capsule
23435876,NA,114,calcitriol,60,ug/m2,1,every 21 days,RP2D
23435876,NA,114,calcitriol,60,ug/m2,1,every 21 days,RP2D
23435876,NA,114,cisplatin,75,mg/m2,1,every 21 days,RP2D
23435876,NA,114,cisplatin,75,mg/m2,1,every 21 days,RP2D
23435876,NA,114,docetaxel,75,mg/m2,1,every 21 days,RP2D
28058445,NCT01140607,123,cabazitaxel,20,mg/m2,1,on Day 1 of each 3-week cycle,mild hepatic impairment
28058445,NCT01140607,123,cabazitaxel,15,mg/m2,1,on Day 1 of each 3-week cycle,moderate hepatic impairment
27862097,NCT01513733,124,cabazitaxel,0.5,mg,1,daily,RP2D
27862097,NCT01513733,124,tasquinimod,25,mg/m2,1,once every 3 weeks,RP2D
28263212,NA,126,188re-hedp,25,mCi/kg,1,administered after the second and after thefourth cycle of cabazitaxel,RP2D
28263212,NA,126,cabazitaxel,1.1,mg/m2,1,once every 3 weeks,RP2D
31765988,NA,133,capecitabine,1250,mg/m2,2,on days 4-21 of every 21-day cycle,RP2D
31765988,NA,133,capecitabine,1250,mg/m2,2,on days 4-21 of every 21-day cycle,RP2D
31765988,NA,133,oxaliplatin,130,mg/m2,1,on day 4 of every 21-day cycle,RP2D
31765988,NA,133,oxaliplatin,130,mg/m2,1,on day 4 of every 21-day cycle,RP2D
31765988,NA,133,azd8931,20,mg,2,"on days 1-4, 8-11, 15-18 of every 21-day cycle",RP2D
33469991,NCT02008383,136,panitumumab,6,mg/kg,1,daily,RP2D & MTD
33469991,NCT02008383,136,cabozantinib,60,mg,1,every 2 weeks,RP2D & MTD
34019214, NCT04097444,138,bevacizumab,7.5,mg/kg,1,on 1–14 days every 3 weeks,RP2D
34019214, NCT04097444,138,irinotecan hydrochloride,200,mg/m2,1,on 1–14 days every 3 weeks,RP2D
34019214, NCT04097444,138,oxaliplatin,130,mg/m2,1,on 1–14 days every 3 weeks,RP2D
34019214, NCT04097444,138,oxaliplatin,130,mg/m2,1,on 1–14 days every 3 weeks,RP2D
34019214, NCT04097444,138,capecitabine,1600,mg/m2,1,on 1–14 days every 3 weeks,RP2D
34019214, NCT04097444,138,capecitabine,1600,mg/m2,1,on 1–14 days every 3 weeks,RP2D
32584367,NCT01702558,139,capecitabine,700,mg/m2,2,on Days 1-14 of each 21-day cycle,mBC cohort
32584367,NCT01702558,139,capecitabine,700,mg/m2,2,on Days 1-14 of each 21-day cycle,mBC cohort
32584367,NCT01702558,139,trastuzumab emtansine,3.6,mg/kg,1,on Day 1 [on Day 2 for Cycle 1] of each 21-day cycle,mBC cohort
32584367,NCT01702558,139,capecitabine,700,mg/m2,2,"on Days 1-14 followed by a 7-day rest period, in each 21-day cycle",LA/mGC Cohort
32584367,NCT01702558,139,capecitabine,700,mg/m2,2,"on Days 1-14 followed by a 7-day rest period, in each 21-day cycle",LA/mGC Cohort
32584367,NCT01702558,139,trastuzumab emtansine,2.4,mg/kg,1,on Day 1 (on Day 2 of first week) of every week,LA/mGC Cohort
32915679,NCT02496208,143,cabozantinib,40,mg,0,daily,Part 1 RP2D
32915679,NCT02496208,143,nivolumab,3,mg/kg,0,every 2 weeks of each 28-day cycle,Part 1 RP2D
32915679,NCT02496208,143,cabozantinib,40,mg,NA,daily,Part 2 RP2D
32915679,NCT02496208,143,nivolumab,3,mg/kg,NA,"every 3 weeks of each 21-day cycle for first 4 cycles, then 28 days",Part 2 RP2D
32915679,NCT02496208,143,ipilimumab,1,mg/kg,0,"every 3 weeks of each 21-day cycle for first 4 cycles, then 28 days",Part 2 RP2D
29882250,NA,145,cabozantinib,40,mg,1,daily,RP2D
29882250,NA,145,abiraterone acetate,1000,mg,1,daily,RP2D
29882250,NA,145,prednisone,5,mg,2,daily,RP2D
29693796, NCT01709435,147,cabozantinib,40,mg/m2,1,daily,RP2D
25577134, UMIN000005440,148,oxaliplatin,100,mg/m2,1,on day 1 every 3 weeks,RD
25577134, UMIN000005440,148,oxaliplatin,100,mg/m2,1,on day 1 every 3 weeks,RD
25577134, UMIN000005440,148,capecitabine,1700,mg/m2,1,from day 2 to 15 every 3 weeks,RD
25577134, UMIN000005440,148,capecitabine,1700,mg/m2,1,from day 2 to 15 every 3 weeks,RD
25577134, UMIN000005440,148,irinotecan,150,mg/m2,1,on day 1 every 3 weeks,RD
25577134, UMIN000005440,148,bevacizumab,7.5,mg/kg,1,on day 1 every 3 weeks,RD
25318436,NA,149,capecitabine,1000,mg/m2,2,days 1-14 of a 21 day cycle,RP2D
25318436,NA,149,capecitabine,1000,mg/m2,2,days 1-14 of a 21 day cycle,RP2D
25318436,NA,149,ro4929097,20,mg,1,"days 1–3, 8–10 and 15–17 of a 21 day cycle",RP2D
29725881,NA,150,irinotecan,120,mg/m2,1,day 1 of each 21-day cycle,RD
29725881,NA,150,capecitabine,1425,mg/m2,1,days 2-15 of each 21-day cycle,RD
29725881,NA,150,capecitabine,1425,mg/m2,1,days 2-15 of each 21-day cycle,RD
29725881,NA,150,oxaliplatin,85,mg/m2,1,day 1 of each 21-day cycle,RD
29725881,NA,150,oxaliplatin,85,mg/m2,1,day 1 of each 21-day cycle,RD
28973403,NCT01791374,151,rilotumumab,0,mg/kg,1,on Day 1  of every 21-day cycle,Not determined
28973403,NCT01791374,151,cisplatin,80,mg/m2,1,on Day 1  of every 21-day cycle,Not determined
28973403,NCT01791374,151,cisplatin,80,mg/m2,1,on Day 1  of every 21-day cycle,Not determined
28973403,NCT01791374,151,capecitabine,1000,mg/m2,2,on Days 1–14 of every 21-day cycle,Not determined
28973403,NCT01791374,151,capecitabine,1000,mg/m2,2,on Days 1–14 of every 21-day cycle,Not determined
30783204, NCT01323530,153,eribulin mesilate,1.6,mg/m2,1,on day 1 of a 21-day cycle,schedule 1
30783204, NCT01323530,153,capecitabine,1000,mg/m2,2,on days 1–14 of a 21-day cycle,schedule 1
30783204, NCT01323530,153,capecitabine,1000,mg/m2,2,on days 1–14 of a 21-day cycle,schedule 1
30783204, NCT01323530,153,eribulin mesilate,1.4,mg/m2,1,on days 1 and 8 of a 21-day cycle,schedule 2
30783204, NCT01323530,153,capecitabine,1000,mg/m2,2,on days 1–14 of a 21-day cycle,schedule 2
30783204, NCT01323530,153,capecitabine,1000,mg/m2,2,on days 1–14 of a 21-day cycle,schedule 2
31266024,NA,156,capecitabine,1000,mg/m2,2,on days 1–7 of a biweekly schedule,RD
