PMID,NCTID,CombnID,DLT,Grade,At_Level,Duration,Observed_Frequency,Total,Occurence,Comments,combined_dose_info
32847973,NCT00572078,22,CNS cerebrovascular ischemia,4,2,NA,1,19,NA,NA,sorafenib (200 mg)
32847973,NCT00572078,22,neutropenia,3,2,NA,1,19,NA,resulting in treatment delay >7 days,sorafenib (200 mg)
31932108,NCT02055690,28,fatigue,3,2,NA,1,6,NA,NA,"pazopanib (800 mg), fosbretabulin (54 mg/m2)"
31924737,NCT01916447,29,fatigue,3,6,NA,1,6,circle 1,NA,"ftd/tpi (30 mg/m2), irinotecan (180 mg/m2)"
31924737,NCT01916447,29,neutropenia,2,6,NA,1,6,circle 2,esulted in a >2-weekdelayininitiatingcycle3,"ftd/tpi (30 mg/m2), irinotecan (180 mg/m2)"
31375879,NCT02354131,31,thrombocytopenia,4,3,NA,1,6,NA,NA,niraparib (300 mg)
31194228,NCT02657889,32,anemia,3,1,NA,1,7,NA,NA,"niraparib (200 mg), pembrolizumab (200 mg)"
31194228,NCT02657889,32,thrombocytopenia,4,1,NA,1,7,NA,NA,"niraparib (200 mg), pembrolizumab (200 mg)"
31194228,NCT02657889,32, neutropenia,4,1,NA,1,7,NA,NA,"niraparib (200 mg), pembrolizumab (200 mg)"
31194228,NCT02657889,32,thrombocytopenia,4,2,NA,2,7,NA,NA,"niraparib (300 mg), pembrolizumab (200 mg)"
30302599,NCT01047293,33,coronary vasospasm,3,2,NA,1,8,NA,likely related to the 5-FU,"everolimus (5 mg), everolimus (5 mg)"
30302599,NCT01047293,33,diarrhea,3,3,NA,1,10,NA,NA,"everolimus (10 mg), everolimus (10 mg)"
30302599,NCT01047293,33,hypokalemia,3,3,NA,1,10,NA,NA,"everolimus (10 mg), everolimus (10 mg)"
30302599,NCT01047293,33,anorexia,3,3,NA,1,10,NA,NA,"everolimus (10 mg), everolimus (10 mg)"
30302599,NCT01047293,33,stomatitis,2,3,NA,1,10,NA,NA,"everolimus (10 mg), everolimus (10 mg)"
30185228,NCT00960960,34,Deep vein thrombosis,3,1,NA,1,13,NA,NA,"pictilisib (60 mg), paclitaxel (90 mg/m2), bevacizumab (10 mg/kg)"
30185228,NCT00960960,35,Febrile neutropenia,3,2,NA,1,6,NA,NA,pictilisib (250 mg)
30185228,NCT00960960,35,Rash,3,2,NA,2,6,NA,NA,pictilisib (250 mg)
30185228,NCT00960960,35,Bacteremia,3,2,NA,1,6,NA,NA,pictilisib (250 mg)
30185228,NCT00960960,36,Rash,3,2,NA,1,6,NA,NA,pictilisib (260 mg)
29695765,NCT01113476,40,thrombocytopenia,3,3,NA,1,6,NA,NA,"nab-paclitaxel (50 mg/m2), bevacizumab (10 mg/kg)"
29695765,NCT01113476,40,dehydration,3,3,NA,1,6,NA,NA,"nab-paclitaxel (50 mg/m2), bevacizumab (10 mg/kg)"
29695765,NCT01113476,40,dysphagia,3,3,NA,1,6,NA,NA,"nab-paclitaxel (50 mg/m2), bevacizumab (10 mg/kg)"
29695765,NCT01113476,40,dyspnea,3,3,NA,1,6,NA,NA,"nab-paclitaxel (50 mg/m2), bevacizumab (10 mg/kg)"
29695765,NCT01113476,40,diarrhoea,3,4,NA,1,17,NA,NA,"nab-paclitaxel (100 mg/m2), bevacizumab (5 mg/kg)"
29695765,NCT01113476,40,fatigue,3,4,NA,1,17,NA,Observed in an expansion cohort,"nab-paclitaxel (100 mg/m2), bevacizumab (5 mg/kg)"
29695765,NCT01113476,40,cellulitis,3,5,NA,1,16,NA,NA,"nab-paclitaxel (75 mg/m2), bevacizumab (10 mg/kg)"
29695765,NCT01113476,40,GI bleeding,3,5,NA,2,16,NA,Observed in an expansion cohort,"nab-paclitaxel (75 mg/m2), bevacizumab (10 mg/kg)"
29695765,NCT01113476,40,bacteremia,3,10,NA,1,6,NA,NA,"nab-paclitaxel (150 mg/m2), bevacizumab (5 mg/kg)"
29695765,NCT01113476,40,fatigue,3,10,NA,1,6,NA,NA,"nab-paclitaxel (150 mg/m2), bevacizumab (5 mg/kg)"
29695765,NCT01113476,40,dehydration,3,10,NA,1,6,NA,NA,"nab-paclitaxel (150 mg/m2), bevacizumab (5 mg/kg)"
29290249,NA,41,diarrhea,3,0,NA,2,5,NA,NA,"afatinib (40 mg), bevacizumab (15 mg/kg)"
29290249,NA,41,hypoxia,3,0,NA,1,5,NA,NA,"afatinib (40 mg), bevacizumab (15 mg/kg)"
29290249,NA,41,diarrhea,3,-1,NA,2,14,NA,NA,"afatinib (30 mg), bevacizumab (15 mg/kg)"
29290249,NA,41,anorexia,3,-1,NA,1,14,NA,NA,"afatinib (30 mg), bevacizumab (15 mg/kg)"
29264836,NA,42,thrombocytopenia,3,2,NA,1,6,NA,NA,NA
29559563,NCT01248949,43,neutropenia,4,1,NA,1,NA,NA,NA,medi3617 (5 mg)
29559563,NCT01248949,44,hypertension,3,2,NA,1,5,NA,NA,medi3617 (300 mg)
29559563,NCT01248949,45,female genital tract fistula,3,1,NA,1,5,NA,NA,"medi3617 (60 mg), bevacizumab (10 mg/kg)"
29559563,NCT01248949,45,acute pancreatitis,3,3,NA,1,5,NA,NA,medi3617 (600 mg)
29559563,NCT01248949,46,increase in troponin,3,1,NA,1,5,NA,NA,"medi3617 (60 mg), paclitaxel (80 mg/m2), medi3617 (1000 mg)"
29559563,NCT01248949,46,decrease in ejection fraction,4,1,NA,1,5,NA,NA,"medi3617 (60 mg), paclitaxel (80 mg/m2), medi3617 (1000 mg)"
29559563,NCT01248949,46,nausea,3,1,NA,1,5,NA,NA,"medi3617 (60 mg), paclitaxel (80 mg/m2), medi3617 (1000 mg)"
29559563,NCT01248949,46,vomiting,3,1,NA,1,5,NA,NA,"medi3617 (60 mg), paclitaxel (80 mg/m2), medi3617 (1000 mg)"
29559563,NCT01248949,47,nephrotic syndrome,NA,2,NA,1,3,NA,NA,medi3617 (1500 mg)
28810837,NCT01202032,49,Microangiopathic & hemolytic anemia,3,1.5,NA,2,6,NA,NA,"pazopanib (400 mg), bevacizumab (7.5 mg/kg)"
28810837,NCT01202032,49,ALT/AST,3,1.5,NA,1,6,NA,NA,"pazopanib (400 mg), bevacizumab (7.5 mg/kg)"
28810837,NCT01202032,49,ALT/AST,3,2,NA,2,10,NA,NA,"pazopanib (600 mg), bevacizumab (7.5 mg/kg)"
28810837,NCT01202032,49,pulmonary embolism,3,2,NA,1,10,NA,NA,"pazopanib (600 mg), bevacizumab (7.5 mg/kg)"
28810837,NCT01202032,49,Microangiopathic & hemolytic anemia,3,2,NA,2,10,NA,NA,"pazopanib (600 mg), bevacizumab (7.5 mg/kg)"
29101518,UMIN000012536,50,vagal reflex,3,0,NA,1,6,NA,NA,"pemetrexed (500 mg/m2), cisplatin (60 mg/m2), cisplatin (60 mg/m2), bevacizumab (15 mg/kg), erlotinib (150 mg), erlotinib (150 mg)"
28992562,NCT00974584,52,rash,3,4,NA,1,6,NA,NA,pictilisib (330 mg)
28992562,NCT00974584,52,rash,1,5,NA,1,7,NA,NA,pictilisib (330 mg)
28992562,NCT00974584,53,nausa,3,2,NA,1,6,NA,NA,pictilisib (340 mg)
27943153,NCT00867321,57,hand/foot skin reaction,3,0,NA,1,3,NA,NA,"sorafenib (400 mg), bevacizumab (1.25 mg/kg)"
27943153,NCT00867321,57,fatigue,3,0,NA,1,3,NA,NA,"sorafenib (400 mg), bevacizumab (1.25 mg/kg)"
27943153,NCT00867321,57,hypertension,3,0,NA,1,3,NA,NA,"sorafenib (400 mg), bevacizumab (1.25 mg/kg)"
27943153,NCT00867321,57,alanine and aspartate aminotransferase increase,3,-1,NA,1,6,NA,NA,"sorafenib (400 mg), bevacizumab (2.5 mg/kg)"
27943153,NCT00867321,57,dehydration,3,-1,NA,1,6,NA,NA,"sorafenib (400 mg), bevacizumab (2.5 mg/kg)"
27943153,NCT00867321,57,hypophosphatemia,3,-1,NA,1,6,NA,NA,"sorafenib (400 mg), bevacizumab (2.5 mg/kg)"
27943153,NCT00867321,57,hyponatremia,4,-1,NA,2,6,NA,NA,"sorafenib (400 mg), bevacizumab (2.5 mg/kg)"
27943153,NCT00867321,57,creatinine increase,3,-1,NA,1,6,NA,NA,"sorafenib (400 mg), bevacizumab (2.5 mg/kg)"
27943153,NCT00867321,57,acidosis and syncope,5,-1,NA,1,6,NA,NA,"sorafenib (400 mg), bevacizumab (2.5 mg/kg)"
27765756,NA,58,alanine aminotransferase (ALT) increased,NA,1,NA,1,3,NA,NA,"nivolumab (10 mg/kg), gemcitabine (1250 mg/m2), cisplatin (80 mg/m2), cisplatin (80 mg/m2)"
27872953,NA,62,fatige,3,1,NA,2,6,NA,NA,"afatinib (40 mg), paclitaxel (80 mg/m2/week), bevacizumab (5 mg/kg)"
27872953,NA,62,diarrhea,3,1,NA,1,6,NA,NA,"afatinib (40 mg), paclitaxel (80 mg/m2/week), bevacizumab (5 mg/kg)"
27872953,NA,62,paronychia,3,2,NA,1,6,NA,NA,"afatinib (30 mg), paclitaxel (80 mg/m2/week), bevacizumab (5 mg/kg)"
27872953,NA,62,diarrhea,3,2,NA,1,6,NA,NA,"afatinib (30 mg), paclitaxel (80 mg/m2/week), bevacizumab (5 mg/kg)"
27872953,NA,62,mucositis,3,4,NA,1,6,NA,NA,"afatinib (20 mg), paclitaxel (80 mg/m2/week), bevacizumab (7.5 mg/kg)"
27872953,NA,62,dysphonia,3,5,NA,1,5,NA,NA,"afatinib (20 mg), paclitaxel (80 mg/m2/week), bevacizumab (10 mg/kg)"
27507617,NCT01183494,64,diarrhea,3,1,NA,1,10,NA,NA,"irinotecan (260 mg/m2), leucovorin (200 mg/m2), 5-fu (400 mg/m2), bevacizumab (5 mg/kg)"
27507617,NCT01183494,64,diarrhea,3,2,NA,2,10,NA,NA,irinotecan (310 mg/m2)
27507617,NCT01183494,64,nausea,3,3,NA,1,4,NA,NA,irinotecan (370 mg/m2)
27507617,NCT01183494,64,vomiting,3,3,NA,1,4,NA,NA,irinotecan (370 mg/m2)
27507617,NCT01183494,64,neutropenic sepsis,5,3,NA,1,4,NA,NA,irinotecan (370 mg/m2)
27507617,NCT01183494,65,arrhythmia,3,1,NA,1,10,NA,NA,"irinotecan (260 mg/m2), leucovorin (200 mg/m2), 5-fu (400 mg/m2), bevacizumab (5 mg/kg)"
27507617,NCT01183494,65,neutropenia,4,1,NA,1,10,NA,NA,"irinotecan (260 mg/m2), leucovorin (200 mg/m2), 5-fu (400 mg/m2), bevacizumab (5 mg/kg)"
27507617,NCT01183494,65,diarrhea,3,2,NA,1,10,NA,NA,irinotecan (310 mg/m2)
27507617,NCT01183494,65,mucositis,3,2,NA,1,10,NA,NA,irinotecan (310 mg/m2)
27507617,NCT01183494,65,neutropenia,4,2,NA,2,10,NA,NA,irinotecan (310 mg/m2)
27507617,NCT01183494,65,diarrhea,3,3,NA,1,3,NA,NA,irinotecan (370 mg/m2)
27507617,NCT01183494,65,neutropenia,4,3,NA,2,3,NA,NA,irinotecan (370 mg/m2)
27565810,NA,66,maculopapular rash,3,3,NA,1,6,NA,NA,"pictilisib (340 mg), pictilisib (340 mg)"
27565810,NA,67,febrile neutropenia,3,1,NA,1,3,NA,NA,"pictilisib (260 mg), carboplatin (6 AUC), carboplatin (6 AUC), paclitaxel (200 mg/m2), bevacizumab (15 mg/kg), pictilisib (260 mg), carboplatin (6 AUC), carboplatin (6 AUC), paclitaxel (200 mg/m2), bevacizumab (15 mg/kg)"
27565810,NA,67,febrile neutropenia,3,2,NA,2,3,NA,NA,"pictilisib (340 mg), pictilisib (340 mg), carboplatin (6 AUC), carboplatin (6 AUC), paclitaxel (200 mg/m2), bevacizumab (15 mg/kg)"
27565810,NA,66,erythema multiforme,3,2,NA,1,3,NA,NA,"pictilisib (260 mg), pictilisib (260 mg)"
27085994,NCT01183663,71,transient ischemic attack,3,4,NA,1,21,NA,in expansion cohort,"lenalidomide (20 mg), bevacizumab (10 mg/kg)"
27198170,NCT01283048,73,Cognitive disturbance,2,2,NA,1,6,NA,NA,NA
27198170,NCT01283048,73,Depression,3,3,NA,1,6,NA,NA,NA
27198170,NCT01283048,73,Suicidal ideation,3,3,NA,1,6,NA,NA,NA
27198170,NCT01283048,73,Anxiety,3,3,NA,1,6,NA,NA,NA
27198170,NCT01283048,73,Anorexia,3,3,NA,1,6,NA,NA,NA
27198170,NCT01283048,73,Weight loss,3,3,NA,1,6,NA,NA,NA
27198170,NCT01283048,73,Lipase increase,3,2,NA,1,15,NA,expansion cohort,NA
27198170,NCT01283048,73,Amylase increase,2,2,NA,1,15,NA,expansion cohort,NA
27198170,NCT01283048,73,Depression,2,2,NA,1,15,NA,expansion cohort,NA
27198170,NCT01283048,73,Pruritus,3,2,NA,1,15,NA,expansion cohort,NA
27198170,NCT01283048,73,Maculopapular rash,3,2,NA,1,15,NA,expansion cohort,NA
26933802,NA,74,mucositis,3,3,NA,1,2,NA,NA,"bevacizumab (2.5 mg/kg), temsirolimus (12.5 mg)"
26933802,NA,74,fatigue,3,3,NA,1,2,NA,NA,"bevacizumab (2.5 mg/kg), temsirolimus (12.5 mg)"
26933802,NA,74,headache,3,3,NA,1,2,NA,NA,"bevacizumab (2.5 mg/kg), temsirolimus (12.5 mg)"
26616225,NA,77,neutropenia,4,1,> 7 days,1,6,NA,NA,veliparib (50 mg)
26616225,NA,76,thrombocytopenia,4,3,NA,2,3,NA,NA,veliparib (120 mg)
26616225,NA,76,neutropenic fever,4,3,NA,2,3,NA,NA,veliparib (120 mg)
26616225,NA,77,hyponatremia,3,3,NA,2,3,NA,NA,veliparib (120 mg)
26616225,NA,77,thrombocytopenia,4,3,NA,2,3,NA,NA,veliparib (120 mg)
26616225,NA,76,neutropenia,4,2,> days,1,6,NA,NA,veliparib (80 mg)
26616225,NA,76,thrombocytopenia,4,2,NA,1,6,NA,NA,veliparib (80 mg)
26581401,NA,78,hypophosphatemia,3,3,NA,1,6,NA,NA,sorafenib (200 mg)
26581401,NA,78,dehydration,3,3,NA,1,6,NA,NA,sorafenib (200 mg)
26581401,NA,78,diarrhea,3,3,NA,1,6,NA,NA,sorafenib (200 mg)
26581401,NA,78,dehydration,3,1,NA,1,4,NA,was replaced,"irinotecan (180 mg/m2), leucovorin (400 mg/m2), 5-fluorouracil (400 mg/m2), bevacizumab (5 mg/kg), sorafenib (200 mg)"
26272806,NCT00904839,79,maculo-papular ras,3,1,NA,1,3,NA,NA,"oxaliplatin (85 mg/m2), oxaliplatin (85 mg/m2), leucovorin (200 mg/m2), 5-fluorouracil (400 mg/m2), nintedanib (150 mg)"
26272806,NCT00904839,79,diarrhoea,2,2,NA,1,9,NA,NA,nintedanib (200 mg)
26272806,NCT00904839,79,"hepatotoxicity,",3,2,NA,1,9,NA,NA,nintedanib (200 mg)
25990659,NA,80,nausea,3,4,NA,1,24,NA,expasion + escalating,irinotecan (75 mg/m2)
25990659,NA,80,vomiting,3,4,NA,1,24,NA,expasion + escalating,irinotecan (75 mg/m2)
25990659,NA,80,fatigue,3,4,NA,1,24,NA,expasion + escalating,irinotecan (75 mg/m2)
25990659,NA,81,diarrhea,3,3,NA,1,4,NA,NA,"irinotecan (45 mg/m2), oxaliplatin (80 mg/m2), oxaliplatin (80 mg/m2)"
25990659,NA,82,diarrhea,3,1,NA,1,6,NA,NA,"irinotecan (35 mg/m2), bevacizumab (10 mg/kg), cetuximab (500 mg/kg), irinotecan (45 mg/m2)"
25525888,NA,85,intestinal perforation,3,1,NA,1,6,NA,NA,"trebananib (3 mg/kg), motesanib (75 mg)"
25525888,NA,84,tumour haemorrhage,3,2,NA,1,19,NA,NA,trebananib (10 mg/kg)
25080061,UMIN000006937,87,diarrhea,3,3,NA,2,5,NA,NA,NA
25080061,UMIN000006937,87,hives,3,3,NA,1,5,NA,NA,NA
29764853,NCT01478685,88,neutropenia,NA,1,NA,1,NA,NA,NA,"cc-486 (100 mg), carboplatin (4 AUC), carboplatin (4 AUC), cc-486 (200 mg), carboplatin (300 mg), carboplatin (300 mg)"
29764853,NCT01478685,88,thrombocytopenia,NA,1,NA,1,NA,NA,NA,"cc-486 (100 mg), carboplatin (4 AUC), carboplatin (4 AUC), cc-486 (200 mg), carboplatin (300 mg), carboplatin (300 mg)"
29764853,NCT01478685,89,neutropenia,NA,1,NA,1,NA,NA,NA,NA
29764853,NCT01478685,88,neutropenia,NA,2,NA,2,NA,NA,NA,NA
28546581,NCT00946647,95,septic shock,NA,1,NA,1,5,NA,NA,"azacitidine (75 mg/m2), panobinostat (20 mg)"
28546581,NCT00946647,95,atrial fibrillation,NA,2,NA,1,14,NA,NA,panobinostat (30 mg)
28546581,NCT00946647,95,dehydration,NA,2,NA,1,14,NA,NA,panobinostat (30 mg)
28546581,NCT00946647,95,colitis,NA,2,NA,1,14,NA,NA,panobinostat (30 mg)
28546581,NCT00946647,95,syncope,NA,2,NA,1,14,NA,NA,panobinostat (30 mg)
28546581,NCT00946647,95,fatigue,NA,2,NA,1,14,NA,NA,panobinostat (30 mg)
28546581,NCT00946647,95,nausea,3,3,NA,1,7,NA,NA,panobinostat (40 mg)
28546581,NCT00946647,95,vomiting,3,3,NA,1,7,NA,NA,panobinostat (40 mg)
28546581,NCT00946647,95,hyperbilirubinemia,3,3,NA,1,7,NA,NA,panobinostat (40 mg)
24875133,NA,99,pulmonary embolism,NA,2,NA,1,3,NA,NA,"decitabine (15 mg/m2/d), pegylated interferon alpha-2b (3 ug/kg)"
24875133,NA,99,pulmonary embolism,NA,3,NA,1,5,Day 11 of cycle 1,NA,"decitabine (10 mg/m2/d), pegylated interferon alpha-2b (4.5 ug/kg)"
24875133,NA,99,thrombocytopenia,4,3,NA,1,5,day 15 of cycle 1,"On day 20, the thrombocytopenia was grade 2 and neutropenia grade 4 treated with one dose of peg-filgrastim.","decitabine (10 mg/m2/d), pegylated interferon alpha-2b (4.5 ug/kg)"
24875133,NA,99,leukopenia,3,3,NA,1,5,day 15 of cycle 1,NA,"decitabine (10 mg/m2/d), pegylated interferon alpha-2b (4.5 ug/kg)"
24875133,NA,99,anemia,2,3,NA,1,5,day 15 of cycle 1,NA,"decitabine (10 mg/m2/d), pegylated interferon alpha-2b (4.5 ug/kg)"
24413064,ACTRN12610000924055,103,Fatigue,4-Mar,2,NA,1,7,NA,NA,panobinostat (20 mg)
24413064,ACTRN12610000924055,103,Fatigue,4-Mar,4,NA,3,5,NA,NA,panobinostat (40 mg)
24413064,ACTRN12610000924055,103,Fatigue,4-Mar,3,NA,1,23,NA,NA,panobinostat (30 mg)
24413064,ACTRN12610000924055,103,Syncope,4-Mar,4,NA,1,5,NA,NA,panobinostat (40 mg)
23798029,NCT01130662,106,pulmonary edema,NA,NA,NA,2,NA,NA,NA,NA
23798029,NCT01130662,106,prolonged QTc,NA,NA,NA,1,NA,NA,> 500 msec,NA
23789936,NA,107,dysuria,3,5,NA,1,6,NA,NA,rigosertib (700 mg)
23789936,NA,107,shortness of breath,3,5,NA,1,6,NA,NA,rigosertib (700 mg)
21901396,NA,108,conjunctivitis,2,1,NA,1,6,NA,NA,"erlotinib (150 mg/d), erlotinib (150 mg/d), 5-azacytidine (75 mg/m2/d)"
21901396,NA,108,infusion reaction,2,2,NA,1,6,NA,NA,5-azacytidine (75 mg/m2/d)
21576646,NA,109,diarrhea,3,7,NA,1,3,NA,NA,azacitidine (600 mg)
21576646,NA,109,diarrhea,4,7,NA,1,3,NA,NA,azacitidine (600 mg)
21278245,NA,110,"thrombocytopenia,",4,1,NA,1,6,NA,NA,"decitabine (20 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,neutropenia,4,1,> 7 days,1,6,NA,NA,"decitabine (20 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,intolerable fatigue,2,1,NA,1,6,NA,NA,"decitabine (20 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,intolerable anoerxia,2,1,NA,1,6,NA,NA,"decitabine (20 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,intolerable dehydration,2,1,NA,1,6,NA,NA,"decitabine (20 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,thrombocytopenia,4,1a,NA,1,3,NA,NA,"decitabine (20 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,neutropenia,4,1a,> 7days,1,3,NA,NA,"decitabine (20 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,Febrile neutropenia,NA,1b,NA,2,4,NA,NA,"decitabine (15 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,constipation,3,1b,NA,1,4,NA,NA,"decitabine (15 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,thrombocytopenia,4,1b,NA,1,4,NA,NA,"decitabine (15 mg/m2/d), vorinostat (100 mg)"
21278245,NA,110,fatigue,3,-1b,NA,1,7,NA,NA,"decitabine (10 mg/m2/d), vorinostat (200 mg)"
21278245,NA,110,thrombocytopenia,4,-1b,NA,1,7,NA,NA,"decitabine (10 mg/m2/d), vorinostat (200 mg)"
21278245,NA,111,febrile neutropenia,3,-2c,NA,1,3,NA,NA,"decitabine (10 mg/m2/d), vorinostat (200 mg)"
21278245,NA,111,fatigue,3,-2c,NA,1,3,NA,NA,"decitabine (10 mg/m2/d), vorinostat (200 mg)"
21278245,NA,111,fatigue,3,-3c,NA,2,2,NA,NA,"decitabine (10 mg/m2/d), vorinostat (200 mg)"
21278245,NA,111,dehydration,3,-3c,NA,2,2,NA,NA,"decitabine (10 mg/m2/d), vorinostat (200 mg)"
23172636,NCT00715793,112,neutropenia,3 or 4,2,> 7 days,6,34,NA,NA,decitabine (0.15 mg/kg)
22033493,NCT00890929,113,neutropenic fever,4,4,NA,1,4,NA,NA,lenalidomide (50 mg)
20456354,NA,114,Thrombocytopenia <75% baseline,NA,1,NA,1,4,day 35,NA,decitabine (15 mg/m2)
20456354,NA,114,hyperbilirubinaemia,3,1,NA,1,4,NA,NA,decitabine (15 mg/m2)
20456354,NA,114,febrile neutropenia with sepsis,3,1a,NA,1,6,NA,NA,decitabine (15 mg/m2)
20456354,NA,114,febrile neutropenia with sepsis,4,1a,NA,1,6,NA,NA,decitabine (15 mg/m2)
20456354,NA,115,neutropenia,4,1,>7 days,2,2,NA,NA,decitabine (15 mg/m2)
20456354,NA,115,neutropenia,4,1a,NA,1,2,NA,NA,decitabine (15 mg/m2)
20456354,NA,115,thrombocytopenia,4,1a,> 7 days,1,2,NA,NA,decitabine (15 mg/m2)
10830142,NA,117,neutropenia,NA,NA,NA,NA,NA,NA,NA,NA
10830142,NA,117,thrombocytopenia,NA,NA,NA,NA,NA,NA,NA,NA
10830142,NA,117,mucositis,NA,NA,NA,NA,NA,NA,NA,NA
20564122,NA,119,neutropenia with fever,4,2,NA,2,3,NA,NA,decitabine (20 mg/m2)
17679729,NA,121,encephalopathy,3 or 4,3,NA,2,2,occurred within 5 days of starting VA with gradually increasing somnolence followed by confusion and gait disturbance,NA,"valproic acid (25 mg/kg/d), valproic acid (25 mg/kg/d)"
17679729,NA,121,encephalopathy,3 or 4,2,NA,1,6,occurred within 5 days of starting VA with gradually increasing somnolence followed by confusion and gait disturbance,NA,"valproic acid (20 mg/kg/d), valproic acid (20 mg/kg/d)"
33963476,"EudraCT 2009-016080-11, Dutch Trial Register NTR2391",122,diarrhea,3,1,NA,1,6,after the second cycle,NA,"bevacizumab (10 mg/kg), irinotecan (125 mg/m2), erlotinib (65 mg), erlotinib (65 mg)"
33777754,ChiCTR1900021555,123,Acute Kidney Injury,3,4,NA,1,14,NA,NA,"cisplatin (85 mg/m2), cisplatin (85 mg/m2)"
33777754,ChiCTR1900021555,123,pulmonary embolism,3,4,NA,1,14,NA,NA,"cisplatin (85 mg/m2), cisplatin (85 mg/m2)"
33777754,ChiCTR1900021555,123,anemia,3,4,NA,1,14,NA,NA,"cisplatin (85 mg/m2), cisplatin (85 mg/m2)"
33777754,ChiCTR1900021555,123,neutropenia,3,4,NA,1,14,NA,NA,"cisplatin (85 mg/m2), cisplatin (85 mg/m2)"
33616416,NCT01852409,124,bowel obstruction,3,3,NA,1,6,NA,NA,bevacizumab (7.5 mg/kg)
34164713,NCT01749384,125,hypertension,3,4,NA,1,1,NA,NA,tivantinib (360/240 mg)
34164713,NCT01749384,125,hypertension,3,3a,NA,2,6,NA,NA,tivantinib (240/240 mg)
8855989,NA,136,granulocytopenic fever,NA,2,1 day,3,6,NA,NA,"cyclophosphamide (1200 mg/m2), doxorubicin (55 mg/m2), etoposide (120 mg/m2)"
8855989,NA,136,infection,NA,2,NA,0,NA,NA,NA,"cyclophosphamide (1200 mg/m2), doxorubicin (55 mg/m2), etoposide (120 mg/m2)"
8855989,NA,136,granulocytopenic fever,NA,2b,NA,2,6,NA,NA,"cyclophosphamide (1200 mg/m2), doxorubicin (55 mg/m2), etoposide (120 mg/m2), ciprofloxacin (500 mg)"
8855989,NA,136,infection,NA,2b,NA,2,6,NA,NA,"cyclophosphamide (1200 mg/m2), doxorubicin (55 mg/m2), etoposide (120 mg/m2), ciprofloxacin (500 mg)"
8855989,NA,136,fever of unknown origin,NA,2b,NA,1,6,NA,NA,"cyclophosphamide (1200 mg/m2), doxorubicin (55 mg/m2), etoposide (120 mg/m2), ciprofloxacin (500 mg)"
8855989,NA,136,granulocytopenic fever,NA,3,NA,4,8,NA,NA,"cyclophosphamide (1300 mg/m2), doxorubicin (60 mg/m2), etoposide (130 mg/m2), ciprofloxacin (500 mg)"
8855989,NA,136,infection,NA,3,NA,2,8,NA,NA,"cyclophosphamide (1300 mg/m2), doxorubicin (60 mg/m2), etoposide (130 mg/m2), ciprofloxacin (500 mg)"
8855989,NA,136,leucopenia,NA,4,5 days,1,8,NA,NA,NA
8519675,NA,137,neutropenia,4,2,NA,1,6,NA,NA,"epirubicin (120 mg/m2), vinorelbine (20 mg/m2)"
8519675,NA,137,alanine aminotransferase,4,2,NA,1,6,NA,NA,"epirubicin (120 mg/m2), vinorelbine (20 mg/m2)"
8519675,NA,137,febrile neutropenia,NA,3,NA,1,6,day 8,NA,"epirubicin (120 mg/m2), vinorelbine (25 mg/m2)"
8519675,NA,137,neutropenia,3,3,NA,1,6,day 8,NA,"epirubicin (120 mg/m2), vinorelbine (25 mg/m2)"
8519675,NA,137,neutropenia,4,3,NA,1,6,NA,NA,"epirubicin (120 mg/m2), vinorelbine (25 mg/m2)"
8519675,NA,137,neutropenia,3,4,NA,2,6,day 8,NA,"epirubicin (135 mg/m2), vinorelbine (25 mg/m2)"
8519675,NA,137,febrile neutropenia,NA,4,NA,1,6,NA,NA,"epirubicin (135 mg/m2), vinorelbine (25 mg/m2)"
7691117,NA,141,leukopenia,NA,NA,NA,NA,NA,NA,NA,NA
7691117,NA,142,myelotoxicity,NA,2,NA,NA,NA,NA,NA,epirubicin (90 mg/m2)
7691117,NA,141,thrombocytopenia,3,2,NA,2,6,NA,NA,epirubicin (60 mg/m2)
7691117,NA,141,anaemia,3,2,NA,1,6,NA,NA,epirubicin (60 mg/m2)
8612318,NA,143,neutropenia,3,4,NA,NA,NA,NA,NA,epirubicin (120 mg/m2)
7529516,NA,144,leukopenia,4,5,NA,2,NA,NA,NA,epidoxorubicin (40 mg/m2)
7529516,NA,144,severe proctitis,NA,5,NA,1,NA,NA,NA,epidoxorubicin (40 mg/m2)
8392903,NA,145,neutropenia,4,4,NA,2,3,NA,NA,epirubicin (60 mg/m2)
8392903,NA,146,neutropenia,4,3,NA,3,4,NA,NA,epirubicin (70 mg/m2)
7954234,NA,147,hypotension,NA,5,NA,2,NA,NA,NA,verapamil (1.2-1.4 mg/kg/h)
7987997,NA,150,toxicity ECOG,3,6,NA,1,NA,NA,NA,4'-o-tetrahydropyranyl-doxorubicin (35 mg/m2)
7987997,NA,150,leukopenia,4,6,NA,1,NA,NA,NA,4'-o-tetrahydropyranyl-doxorubicin (35 mg/m2)
