PMID,NCTID,ES,DesignType,schema
25062770,NCT00925132,Escalation,3 + 3,NA
24711126,NCT00849550,Escalation,3 + 3,NA
24493831,NA,Escalation,3 + 3,"The study involved three stages: (1) the phase Ia doseescalation phase was designed to determine the safety, tolerability, and pharmacokinetics of single-agent onartuzumab (supplied by Genentech, Inc.) at dose levels of 1, 4, 10, 20, and 30 mg/kg administered by i.v. Q3W, and to identify the RP2D; (2) in the phase Ia expansion, additional patients were enrolled to study safety and pharmacokinetics of single-agent onartuzumab at the RP2D; and (3) the phase Ib stage evaluated the combination of onartuzumab [10 mg/kg (one dose level below the RP2D) or 15 mg/kg i.v. Q3W (RP2D)] with bevacizumab (15 mg/kg i.v. Q3W; supplied by Genentech, Inc.). Patients without progressive disease or significant toxicity could continue treatment with study drug(s) for a maximum of 16 cycles or 1 year.A standard 3+3 dose-escalation design applied for onartuzumab until the maximum administered dose of 30 mg/kg was reached in the phase Ia escalation and until the RP2D of 15mg/kg was reached in phaseIb with bevacizumab. The dose of onartuzumab for each patient was dependent on dose level assignment and patient weight on or within 14 days of day 1 of cycle 1.All patients who received any amount of onartuzumab alone or in combination with bevacizumab were included in the safety analysis. Patients who withdrew before day 2 of cycle 2 for reasons other than DLT were not evaluable for DLT and MTD assessments. The MTD was defined as the highest dose level at which less than one third of the group (comprising a minimum of 6 patients) experienced a DLT."
24649202,NA,Escalation,3 + 3,"The MTD was defined as the dose level that produced DLT in at least two out of three patients, or two out of six patients. If DLT occurred in one of the first three patients, three additional patients were assigned to receive the same dose level. If none of the three patients initially receiving a given dose level exhibited DLT, or if one out of six patients exhibited DLT, the dose was increased to the next level. Dose escalation was not allowed in the same patient. The dose level immediately below the MTD was considered the RD for phase II studies."
24770667,NCT00633529,Escalation,3 + 3,"all patients had to have the first 3-week treatment cycle 1 completed before a higher dose level could be initiated. Doses were escalated until the first IMO-2055–related dose-limiting toxicity (Dlt) was observed. If one of three patients experienced an IMO-2055–related Dlt, a total of six patients (3 + 3) had to be enrolled at that dose level. If only one of the six patients experienced an IMO-2055–related Dlt, the next dose cohort could be initiated. If IMO-2055–related Dlts were seen in more than one of six patients, de-escalation to the previous dose level and expansion of this cohort to six patients was to occur. Once the rP2D was established, another 15 patients were planned to be enrolled at this dose level in order to further assess the secondary objectives."
24535315,NA,Escalation,3 + 3,"Patients at each dose level were to be stratified according to heavy or mild pretreatment if a DLT was suspected to be associated with prior treatment. Heavy pretreatment was defined as follows: > 2 lines of chemotherapy; > 6 cycles of an alkylating agent or carboplatin in combination therapy; therapy with mitomycin-C or any nitrosoureas; high-dose therapy; or irradiation to more than 25 % of bone marrow-bearing areas. Each cohort initially consisted of three patients. If one of these patients had a DLT, up to three more patients were treated at that dose level. The maximal tolerated dose (MTD) was the highest dose level at which ≥2 patients in a cohort of 3–6 patients had DLTs. The RD was the highest dose level at which <2 patients in a cohort of 3–6 patients had DLTs. Once the RD had been established, this cohort was expanded to obtain preliminary information on antitumor activity."
24752867,NA,Escalation,3 + 3,This phase 1 study of bevacizumab and cediranib was conducted in 2 parts: 1) a dose escalation using alternate escalation of each drug and a 3+3 design and 2) a dose expansion cohort at the identified maximum tolerated dose (MTD). The MTD was defined as the highest dose level at which < 33% of patients experienced DLT attributable to study drugs.
32847973,NCT00572078,Escalation,3 + 3,"Dose escalation was allowed if DLT occurred in 0/3 or ≤1/6 patients in each cohort during cycle 1. The MTD cohort was to be expanded by 10 to 15 additional subjects to ensure 16 DLT evaluable patients were treated at MTD. With 16 DLT evaluable patients at MTD, there was at least a 97% chance of observing a DLT that had a true rate of ≥0.20. Sorafenib dosing started on C1D2 to allow paclitaxel PK assessment as single agent on C1D1."
33159605,UMIN000006254,Escalation,3 + 3,"The study comprised a lead-in part followed by a phase II part.Dose-limiting toxicities (DLTs) were observed during the first 21 days of the treatment in the lead-in part, which included six patients. If two or fewer patients had DLT, the dose was judged to be acceptable and the study was continued in phase II part."
32522887,NCT02030561,Escalation,3 + 3,NA
32490554,UMIN000016094,Escalation,3 + 3,NA
32534811,NA,Escalation,3 + 3,"Dose escalation was conducted following consultation with investigators while taking into consideration the cumulative dose-limiting toxicity (DLT) and non-DLT safety data.The sample size for this trial was based on 3 + 3 dose-escalation rules for dose escalation, as well as two limited size expansion cohorts to allow for descriptive statistics on safety and efficacy of the two cohorts. The planned enrollment was 12–18 patients in the dose-escalation cohorts and up to 24 patients in 2 dose-expansion cohorts. A sample size of 12 patients in each expansion cohort was expected to allow for a 72% chance of seeing at least one case of an unacceptable toxicity that occurs with a true probability of 10% (or, alternatively, an 86% chance of seeing at least one case of an unacceptable toxicity that occurs with a true probability of 15%).The highest dose level resulting in ≤1 DLT in 6 patients was to be declared the MTD of LIFA in combination with chemotherapy."
31932108,NCT02055690,Escalation,3 + 3,"The MTD was defined if no more than 1 patient, out of a maximum of 6 patients at the same dose level, experienced a DLT."
31924737,NCT01916447,Escalation,3 + 3,"patients in sequential dose-level cohorts received escalating doses of FTD/TPI (20, 25, 30, or 35 mg/m2/dose, administered twice daily) and irinotecan (120, 150, or 180 mg/m2/dose). At least three evaluable patients were treated in each cohort, and at least six patients were treated at the MTD. Escalation to subsequent dose levels occurred only after the previous dose level was determined to be safe per protocol. Intrapatient dose escalation was not allowed. The MTD was defined as the highest dose level at which less than 33% of evaluable patients treated had a dose-limiting toxicity (DLT) during cycles 1 or 2 of study drug administration."
31675952,NCT01661972,Escalation,3 + 3,The MTD was defined around toxicity occuring in the first cycle. The RPTD was selected based on safety and tolerability in all cycles. Patients in the dose escalation cohort were evaluable for DLT if they completed cycle one or experienced a DLT in cycle one. Patients not evaluable for DLT were replaced.
31375879,NCT02354131,Escalation,3 + 3,"If no DLTs were observed in the first three patients enrolled to a cohort, patients were enrolled to the next cohort. If one of three patients experienced a DLT, a further three patients (maximum six per cohort) were enrolled to the same dose level; if none of these experienced a DLT, enrollment to the next cohort was allowed. If two patients in the initial or expanded cohort (two of six) experienced a DLT in the first cycle, dose escalation stopped. The maximum tolerated dose (MTD) was defined as the dose level below that at which at least two of three or six patients experienced DLTs. The recommended phase II dose was defined as the highest at which fewer than two of six patients experienced a DLT."
